cod_ibge;municipio;state;population
2600302;Agrestina ;PE;25065
2600401;Água Preta ;PE;37082
2600500;Águas Belas ;PE;43686
2600609;Alagoinha ;PE;14718
2600708;Aliança ;PE;38397
2600807;Altinho ;PE;22984
2600906;Amaraji ;PE;22870
2601003;Angelim ;PE;11226
2601052;Araçoiaba ;PE;20733
2601102;Araripina ;PE;84864
2601201;Arcoverde ;PE;74822
2601300;Barra de Guabiraba ;PE;14510
2601409;Barreiros ;PE;42764
2601508;Belém de Maria ;PE;12122
2601607;Belém do São Francisco ;PE;20730
2601706;Belo Jardim ;PE;76687
2601805;Betânia ;PE;12765
2601904;Bezerros ;PE;60880
2602001;Bodocó ;PE;38378
2602100;Bom Conselho ;PE;48767
2602209;Bom Jardim ;PE;39983
2602308;Bonito ;PE;38117
2602407;Brejão ;PE;8987
2602506;Brejinho ;PE;7488
2602605;Brejo da Madre de Deus ;PE;51225
2602704;Buenos Aires ;PE;13190
2602803;Buíque ;PE;58919
2602902;Cabo de Santo Agostinho ;PE;208944
2603009;Cabrobó ;PE;34503
2603108;Cachoeirinha ;PE;20501
2603207;Caetés ;PE;28904
2603306;Calçado ;PE;11018
2603405;Calumbi ;PE;5747
2603454;Camaragibe ;PE;158899
2603504;Camocim de São Félix ;PE;18900
2603603;Camutanga ;PE;8572
2603702;Canhotinho ;PE;24773
2603801;Capoeiras ;PE;20048
2603900;Carnaíba ;PE;19609
2603926;Carnaubeira da Penha ;PE;13025
2604007;Carpina ;PE;84395
2604106;Caruaru ;PE;365278
2604155;Casinhas ;PE;14368
2604205;Catende ;PE;43340
2604304;Cedro ;PE;11891
2604403;Chã de Alegria ;PE;13556
2604502;Chã Grande ;PE;21815
2604601;Condado ;PE;26590
2604700;Correntes ;PE;18268
2604809;Cortês ;PE;12560
2604908;Cumaru ;PE;10192
2605004;Cupira ;PE;24173
2605103;Custódia ;PE;37375
2605152;Dormentes ;PE;19079
2605202;Escada ;PE;69292
2605301;Exu ;PE;31766
2605400;Feira Nova ;PE;22247
2605459;Fernando de Noronha ;PE;3101
2605509;Ferreiros ;PE;12170
2605608;Flores ;PE;22618
2605707;Floresta ;PE;33184
2605806;Frei Miguelinho ;PE;15546
2605905;Gameleira ;PE;31318
2606002;Garanhuns ;PE;140577
2606101;Glória do Goitá ;PE;30751
2606200;Goiana ;PE;80055
2606309;Granito ;PE;7537
2606408;Gravatá ;PE;84699
2606507;Iati ;PE;19241
2606606;Ibimirim ;PE;29412
2606705;Ibirajuba ;PE;7768
2606804;Igarassu ;PE;118370
2606903;Iguaracy ;PE;12247
2607000;Inajá ;PE;23645
2607109;Ingazeira ;PE;4543
2607208;Ipojuca ;PE;97669
2607307;Ipubi ;PE;31187
2607406;Itacuruba ;PE;4966
2607505;Itaíba ;PE;26308
2607604;Ilha de Itamaracá ;PE;26672
2607653;Itambé ;PE;36471
2607703;Itapetim ;PE;13553
2607752;Itapissuma ;PE;26900
2607802;Itaquitinga ;PE;17006
2607901;Jaboatão dos Guararapes ;PE;706867
2607950;Jaqueira ;PE;11644
2608008;Jataúba ;PE;17228
2608057;Jatobá ;PE;14850
2608107;João Alfredo ;PE;33328
2608206;Joaquim Nabuco ;PE;16011
2608255;Jucati ;PE;11485
2608305;Jupi ;PE;14922
2608404;Jurema ;PE;15431
2608453;Lagoa do Carro ;PE;18252
2608503;Lagoa de Itaenga ;PE;21460
2608602;Lagoa do Ouro ;PE;13224
2608701;Lagoa dos Gatos ;PE;16318
2608750;Lagoa Grande ;PE;25849
2608800;Lajedo ;PE;40589
2608909;Limoeiro ;PE;56198
2609006;Macaparana ;PE;25472
2609105;Machados ;PE;16321
2609154;Manari ;PE;21776
2609204;Maraial ;PE;11220
2609303;Mirandiba ;PE;15470
2609402;Moreno ;PE;63294
2609501;Nazaré da Mata ;PE;32573
2609600;Olinda ;PE;393115
2609709;Orobó ;PE;23935
2609808;Orocó ;PE;15152
2609907;Ouricuri ;PE;69969
2610004;Palmares ;PE;63500
2610103;Palmeirina ;PE;7600
2610202;Panelas ;PE;26456
2610301;Paranatama ;PE;11566
2610400;Parnamirim ;PE;22106
2610509;Passira ;PE;28894
2610608;Paudalho ;PE;56933
2610707;Paulista ;PE;334376
2610806;Pedra ;PE;22668
2610905;Pesqueira ;PE;67735
2611002;Petrolândia ;PE;36901
2611101;Petrolina ;PE;354317
2611200;Poção ;PE;11305
2611309;Pombos ;PE;27148
2611408;Primavera ;PE;15101
2611507;Quipapá ;PE;26175
2611533;Quixaba ;PE;6805
2611606;Recife ;PE;1653461
2611705;Riacho das Almas ;PE;20646
2611804;Ribeirão ;PE;47616
2611903;Rio Formoso ;PE;23628
2612000;Sairé ;PE;9764
2612109;Salgadinho ;PE;11068
2612208;Salgueiro ;PE;61249
2612307;Saloá ;PE;15862
2612406;Sanharó ;PE;26890
2612455;Santa Cruz ;PE;15558
2612471;Santa Cruz da Baixa Verde ;PE;12650
2612505;Santa Cruz do Capibaribe ;PE;109897
2612554;Santa Filomena ;PE;14562
2612604;Santa Maria da Boa Vista ;PE;42100
2612703;Santa Maria do Cambucá ;PE;14223
2612802;Santa Terezinha ;PE;11865
2612901;São Benedito do Sul ;PE;16069
2613008;São Bento do Una ;PE;60042
2613107;São Caitano ;PE;37368
2613206;São João ;PE;22899
2613305;São Joaquim do Monte ;PE;21398
2613404;São José da Coroa Grande ;PE;21586
2613503;São José do Belmonte ;PE;34021
2613602;São José do Egito ;PE;34056
2613701;São Lourenço da Mata ;PE;114079
2613800;São Vicente Férrer ;PE;18085
2613909;Serra Talhada ;PE;86915
2614006;Serrita ;PE;19196
2614105;Sertânia ;PE;36050
2614204;Sirinhaém ;PE;46361
2614303;Moreilândia ;PE;11270
2614402;Solidão ;PE;6021
2614501;Surubim ;PE;65647
2614600;Tabira ;PE;28704
2614709;Tacaimbó ;PE;12859
2614808;Tacaratu ;PE;26106
2614857;Tamandaré ;PE;23623
2615003;Taquaritinga do Norte ;PE;29127
2615102;Terezinha ;PE;7198
2615201;Terra Nova ;PE;10206
2615300;Timbaúba ;PE;52802
2615409;Toritama ;PE;46164
2615508;Tracunhaém ;PE;13813
2615607;Trindade ;PE;30816
2615706;Triunfo ;PE;15243
2615805;Tupanatinga ;PE;27551
2615904;Tuparetama ;PE;8256
2616001;Venturosa ;PE;18661
2616100;Verdejante ;PE;9553
2616183;Vertente do Lério ;PE;7571
2616209;Vertentes ;PE;20954
2616308;Vicência ;PE;32772
2616407;Vitória de Santo Antão ;PE;139583
2616506;Xexéu ;PE;14757
2700102;Água Branca ;AL;20230
2700201;Anadia ;AL;17526
2700300;Arapiraca ;AL;233047
2700409;Atalaia ;AL;47365
2700508;Barra de Santo Antônio ;AL;16068
2700607;Barra de São Miguel ;AL;8378
2700706;Batalha ;AL;18338
2700805;Belém ;AL;4284
2700904;Belo Monte ;AL;6710
2701001;Boca da Mata ;AL;27356
2701100;Branquinha ;AL;10460
2701209;Cacimbinhas ;AL;10889
2701308;Cajueiro ;AL;21331
2701357;Campestre ;AL;6954
2701407;Campo Alegre ;AL;57537
2701506;Campo Grande ;AL;9567
2701605;Canapi ;AL;17719
2701704;Capela ;AL;16979
2701803;Carneiros ;AL;9159
2701902;Chã Preta ;AL;7311
2702009;Coité do Nóia ;AL;10643
2702108;Colônia Leopoldina ;AL;21818
2702207;Coqueiro Seco ;AL;5864
2702306;Coruripe ;AL;57294
2702355;Craíbas ;AL;24309
2702405;Delmiro Gouveia ;AL;52262
2702504;Dois Riachos ;AL;11067
2702553;Estrela de Alagoas ;AL;18255
2702603;Feira Grande ;AL;22178
2702702;Feliz Deserto ;AL;4779
2702801;Flexeiras ;AL;12807
2702900;Girau do Ponciano ;AL;41237
2703007;Ibateguara ;AL;15627
2703106;Igaci ;AL;25613
2703205;Igreja Nova ;AL;24586
2703304;Inhapi ;AL;18392
2703403;Jacaré dos Homens ;AL;5219
2703502;Jacuípe ;AL;7006
2703601;Japaratinga ;AL;8403
2703700;Jaramataia ;AL;5761
2703759;Jequiá da Praia ;AL;11536
2703809;Joaquim Gomes ;AL;24081
2703908;Jundiá ;AL;4137
2704005;Junqueiro ;AL;24722
2704104;Lagoa da Canoa ;AL;17771
2704203;Limoeiro de Anadia ;AL;28771
2704302;Maceió ;AL;1025360
2704401;Major Isidoro ;AL;19864
2704500;Maragogi ;AL;33032
2704609;Maravilha ;AL;9004
2704708;Marechal Deodoro ;AL;52380
2704807;Maribondo ;AL;13193
2704906;Mar Vermelho ;AL;3494
2705002;Mata Grande ;AL;25207
2705101;Matriz de Camaragibe ;AL;24634
2705200;Messias ;AL;18031
2705309;Minador do Negrão ;AL;5322
2705408;Monteirópolis ;AL;7165
2705507;Murici ;AL;28333
2705606;Novo Lino ;AL;12764
2705705;Olho d'Água das Flores ;AL;21738
2705804;Olho d'Água do Casado ;AL;9441
2705903;Olho d'Água Grande ;AL;5128
2706000;Olivença ;AL;11657
2706109;Ouro Branco ;AL;11535
2706208;Palestina ;AL;5037
2706307;Palmeira dos Índios ;AL;73337
2706406;Pão de Açúcar ;AL;24351
2706422;Pariconha ;AL;10539
2706448;Paripueira ;AL;13332
2706505;Passo de Camaragibe ;AL;15258
2706604;Paulo Jacinto ;AL;7560
2706703;Penedo ;AL;63846
2706802;Piaçabuçu ;AL;17848
2706901;Pilar ;AL;35212
2707008;Pindoba ;AL;2905
2707107;Piranhas ;AL;25183
2707206;Poço das Trincheiras ;AL;14418
2707305;Porto Calvo ;AL;27249
2707404;Porto de Pedras ;AL;7701
2707503;Porto Real do Colégio ;AL;20112
2707602;Quebrangulo ;AL;11248
2707701;Rio Largo ;AL;75394
2707800;Roteiro ;AL;6649
2707909;Santa Luzia do Norte ;AL;7320
2708006;Santana do Ipanema ;AL;47819
2708105;Santana do Mundaú ;AL;10687
2708204;São Brás ;AL;6969
2708303;São José da Laje ;AL;23996
2708402;São José da Tapera ;AL;32405
2708501;São Luís do Quitunde ;AL;34692
2708600;São Miguel dos Campos ;AL;61797
2708709;São Miguel dos Milagres ;AL;8013
2708808;São Sebastião ;AL;34290
2708907;Satuba ;AL;13936
2708956;Senador Rui Palmeira ;AL;13921
2709004;Tanque d'Arca ;AL;6138
2709103;Taquarana ;AL;20072
2709152;Teotônio Vilela ;AL;44372
2709202;Traipu ;AL;27826
2709301;União dos Palmares ;AL;65790
2709400;Viçosa ;AL;25693
2800100;Amparo de São Francisco ;SE;2380
2800209;Aquidabã ;SE;21681
2800308;Aracaju ;SE;664908
2800407;Arauá ;SE;9947
2800506;Areia Branca ;SE;18686
2800605;Barra dos Coqueiros ;SE;30930
2800670;Boquim ;SE;26899
2800704;Brejo Grande ;SE;8353
2801009;Campo do Brito ;SE;18218
2801108;Canhoba ;SE;4006
2801207;Canindé de São Francisco ;SE;30402
2801306;Capela ;SE;34514
2801405;Carira ;SE;22239
2801504;Carmópolis ;SE;16937
2801603;Cedro de São João ;SE;5913
2801702;Cristinápolis ;SE;18029
2801900;Cumbe ;SE;3998
2802007;Divina Pastora ;SE;5215
2802106;Estância ;SE;69556
2802205;Feira Nova ;SE;5601
2802304;Frei Paulo ;SE;15556
2802403;Gararu ;SE;11601
2802502;General Maynard ;SE;3384
2802601;Gracho Cardoso ;SE;5824
2802700;Ilha das Flores ;SE;8521
2802809;Indiaroba ;SE;18149
2802908;Itabaiana ;SE;96142
2803005;Itabaianinha ;SE;42166
2803104;Itabi ;SE;4886
2803203;Itaporanga d'Ajuda ;SE;34709
2803302;Japaratuba ;SE;18907
2803401;Japoatã ;SE;13429
2803500;Lagarto ;SE;105221
2803609;Laranjeiras ;SE;30080
2803708;Macambira ;SE;6961
2803807;Malhada dos Bois ;SE;3699
2803906;Malhador ;SE;12653
2804003;Maruim ;SE;17271
2804102;Moita Bonita ;SE;11348
2804201;Monte Alegre de Sergipe ;SE;15175
2804300;Muribeca ;SE;7639
2804409;Neópolis ;SE;18703
2804458;Nossa Senhora Aparecida ;SE;8809
2804508;Nossa Senhora da Glória ;SE;37324
2804607;Nossa Senhora das Dores ;SE;26795
2804706;Nossa Senhora de Lourdes ;SE;6496
2804805;Nossa Senhora do Socorro ;SE;185706
2804904;Pacatuba ;SE;14540
2805000;Pedra Mole ;SE;3285
2805109;Pedrinhas ;SE;9665
2805208;Pinhão ;SE;6627
2805307;Pirambu ;SE;9359
2805406;Poço Redondo ;SE;35122
2805505;Poço Verde ;SE;23867
2805604;Porto da Folha ;SE;28693
2805703;Propriá ;SE;29692
2805802;Riachão do Dantas ;SE;19809
2805901;Riachuelo ;SE;10284
2806008;Ribeirópolis ;SE;18773
2806107;Rosário do Catete ;SE;11008
2806206;Salgado ;SE;20025
2806305;Santa Luzia do Itanhy ;SE;14121
2806404;Santana do São Francisco ;SE;7844
2806503;Santa Rosa de Lima ;SE;3923
2806602;Santo Amaro das Brotas ;SE;12151
2806701;São Cristóvão ;SE;91093
2806800;São Domingos ;SE;11207
2806909;São Francisco ;SE;3781
2807006;São Miguel do Aleixo ;SE;3947
2807105;Simão Dias ;SE;40606
2807204;Siriri ;SE;8970
2807303;Telha ;SE;3249
2807402;Tobias Barreto ;SE;52530
2807501;Tomar do Geru ;SE;13535
2807600;Umbaúba ;SE;25550
2900108;Abaíra ;BA;8710
2900207;Abaré ;BA;20347
2900306;Acajutiba ;BA;15187
2900355;Adustina ;BA;17126
2900405;Água Fria ;BA;17033
2900504;Érico Cardoso ;BA;10560
2900603;Aiquara ;BA;4416
2900702;Alagoinhas ;BA;152327
2900801;Alcobaça ;BA;22490
2900900;Almadina ;BA;5366
2901007;Amargosa ;BA;37441
2901106;Amélia Rodrigues ;BA;25048
2901155;América Dourada ;BA;16090
2901205;Anagé ;BA;21607
2901304;Andaraí ;BA;13132
2901353;Andorinha ;BA;14503
2901403;Angical ;BA;13938
2901502;Anguera ;BA;11297
2901601;Antas ;BA;19479
2901700;Antônio Cardoso ;BA;11677
2901809;Antônio Gonçalves ;BA;11878
2901908;Aporá ;BA;17788
2901957;Apuarema ;BA;7302
2902005;Aracatu ;BA;13045
2902054;Araçás ;BA;12208
2902104;Araci ;BA;54648
2902203;Aramari ;BA;11461
2902252;Arataca ;BA;10961
2902302;Aratuípe ;BA;8837
2902401;Aurelino Leal ;BA;11299
2902500;Baianópolis ;BA;13929
2902609;Baixa Grande ;BA;20449
2902658;Banzaê ;BA;13240
2902708;Barra ;BA;53910
2902807;Barra da Estiva ;BA;20392
2902906;Barra do Choça ;BA;31209
2903003;Barra do Mendes ;BA;13833
2903102;Barra do Rocha ;BA;5612
2903201;Barreiras ;BA;156975
2903235;Barro Alto ;BA;15054
2903276;Barrocas ;BA;16105
2903300;Barro Preto ;BA;5448
2903409;Belmonte ;BA;23437
2903508;Belo Campo ;BA;17109
2903607;Biritinga ;BA;15984
2903706;Boa Nova ;BA;12329
2903805;Boa Vista do Tupim ;BA;18531
2903904;Bom Jesus da Lapa ;BA;69662
2903953;Bom Jesus da Serra ;BA;9823
2904001;Boninal ;BA;14446
2904050;Bonito ;BA;16884
2904100;Boquira ;BA;21497
2904209;Botuporã ;BA;10129
2904308;Brejões ;BA;14222
2904407;Brejolândia ;BA;10618
2904506;Brotas de Macaúbas ;BA;10130
2904605;Brumado ;BA;67335
2904704;Buerarema ;BA;18306
2904753;Buritirama ;BA;21276
2904803;Caatiba ;BA;6488
2904852;Cabaceiras do Paraguaçu ;BA;18911
2904902;Cachoeira ;BA;33567
2905008;Caculé ;BA;23291
2905107;Caém ;BA;9058
2905156;Caetanos ;BA;14608
2905206;Caetité ;BA;51081
2905305;Cafarnaum ;BA;18513
2905404;Cairu ;BA;18427
2905503;Caldeirão Grande ;BA;13391
2905602;Camacan ;BA;32006
2905701;Camaçari ;BA;304302
2905800;Camamu ;BA;35382
2905909;Campo Alegre de Lourdes ;BA;28820
2906006;Campo Formoso ;BA;71487
2906105;Canápolis ;BA;9703
2906204;Canarana ;BA;26325
2906303;Canavieiras ;BA;30906
2906402;Candeal ;BA;8181
2906501;Candeias ;BA;87458
2906600;Candiba ;BA;14368
2906709;Cândido Sales ;BA;25053
2906808;Cansanção ;BA;34882
2906824;Canudos ;BA;16753
2906857;Capela do Alto Alegre ;BA;11616
2906873;Capim Grosso ;BA;30862
2906899;Caraíbas ;BA;8801
2906907;Caravelas ;BA;22093
2907004;Cardeal da Silva ;BA;9346
2907103;Carinhanha ;BA;29070
2907202;Casa Nova ;BA;72545
2907301;Castro Alves ;BA;26318
2907400;Catolândia ;BA;3599
2907509;Catu ;BA;54970
2907558;Caturama ;BA;9316
2907608;Central ;BA;17280
2907707;Chorrochó ;BA;11200
2907806;Cícero Dantas ;BA;32576
2907905;Cipó ;BA;17352
2908002;Coaraci ;BA;16549
2908101;Cocos ;BA;18807
2908200;Conceição da Feira ;BA;22762
2908309;Conceição do Almeida ;BA;17165
2908408;Conceição do Coité ;BA;67013
2908507;Conceição do Jacuípe ;BA;33398
2908606;Conde ;BA;26035
2908705;Condeúba ;BA;17178
2908804;Contendas do Sincorá ;BA;4045
2908903;Coração de Maria ;BA;22495
2909000;Cordeiros ;BA;8642
2909109;Coribe ;BA;14149
2909208;Coronel João Sá ;BA;15717
2909307;Correntina ;BA;32191
2909406;Cotegipe ;BA;13769
2909505;Cravolândia ;BA;5351
2909604;Crisópolis ;BA;21163
2909703;Cristópolis ;BA;13947
2909802;Cruz das Almas ;BA;63591
2909901;Curaçá ;BA;34886
2910008;Dário Meira ;BA;10525
2910057;Dias d'Ávila ;BA;82432
2910107;Dom Basílio ;BA;12240
2910206;Dom Macedo Costa ;BA;4065
2910305;Elísio Medrado ;BA;8126
2910404;Encruzilhada ;BA;16446
2910503;Entre Rios ;BA;41901
2910602;Esplanada ;BA;37578
2910701;Euclides da Cunha ;BA;60858
2910727;Eunápolis ;BA;114396
2910750;Fátima ;BA;17845
2910776;Feira da Mata ;BA;5661
2910800;Feira de Santana ;BA;619609
2910859;Filadélfia ;BA;16345
2910909;Firmino Alves ;BA;5629
2911006;Floresta Azul ;BA;10575
2911105;Formosa do Rio Preto ;BA;25857
2911204;Gandu ;BA;32596
2911253;Gavião ;BA;4440
2911303;Gentio do Ouro ;BA;11259
2911402;Glória ;BA;15234
2911501;Gongogi ;BA;6985
2911600;Governador Mangabeira ;BA;20762
2911659;Guajeru ;BA;6646
2911709;Guanambi ;BA;84928
2911808;Guaratinga ;BA;20700
2911857;Heliópolis ;BA;12987
2911907;Iaçu ;BA;24121
2912004;Ibiassucê ;BA;9031
2912103;Ibicaraí ;BA;21378
2912202;Ibicoara ;BA;19786
2912301;Ibicuí ;BA;16230
2912400;Ibipeba ;BA;18319
2912509;Ibipitanga ;BA;14947
2912608;Ibiquera ;BA;4046
2912707;Ibirapitanga ;BA;23404
2912806;Ibirapuã ;BA;8690
2912905;Ibirataia ;BA;14882
2913002;Ibitiara ;BA;16403
2913101;Ibititá ;BA;17080
2913200;Ibotirama ;BA;27003
2913309;Ichu ;BA;6220
2913408;Igaporã ;BA;15650
2913457;Igrapiúna ;BA;13091
2913507;Iguaí ;BA;26963
2913606;Ilhéus ;BA;159923
2913705;Inhambupe ;BA;40333
2913804;Ipecaetá ;BA;14354
2913903;Ipiaú ;BA;45922
2914000;Ipirá ;BA;59435
2914109;Ipupiara ;BA;9911
2914208;Irajuba ;BA;7279
2914307;Iramaia ;BA;8197
2914406;Iraquara ;BA;25478
2914505;Irará ;BA;29173
2914604;Irecê ;BA;73524
2914653;Itabela ;BA;30747
2914703;Itaberaba ;BA;64646
2914802;Itabuna ;BA;213685
2914901;Itacaré ;BA;28684
2915007;Itaeté ;BA;16110
2915106;Itagi ;BA;12242
2915205;Itagibá ;BA;14452
2915304;Itagimirim ;BA;6825
2915353;Itaguaçu da Bahia ;BA;14542
2915403;Itaju do Colônia ;BA;6596
2915502;Itajuípe ;BA;20398
2915601;Itamaraju ;BA;64455
2915700;Itamari ;BA;8003
2915809;Itambé ;BA;22754
2915908;Itanagra ;BA;6436
2916005;Itanhém ;BA;19316
2916104;Itaparica ;BA;22337
2916203;Itapé ;BA;8526
2916302;Itapebi ;BA;10215
2916401;Itapetinga ;BA;76795
2916500;Itapicuru ;BA;35883
2916609;Itapitanga ;BA;10298
2916708;Itaquara ;BA;8347
2916807;Itarantim ;BA;19843
2916856;Itatim ;BA;14539
2916906;Itiruçu ;BA;12528
2917003;Itiúba ;BA;36116
2917102;Itororó ;BA;20388
2917201;Ituaçu ;BA;19030
2917300;Ituberá ;BA;28740
2917334;Iuiu ;BA;11016
2917359;Jaborandi ;BA;8277
2917409;Jacaraci ;BA;14850
2917508;Jacobina ;BA;80635
2917607;Jaguaquara ;BA;54673
2917706;Jaguarari ;BA;33746
2917805;Jaguaripe ;BA;18981
2917904;Jandaíra ;BA;10726
2918001;Jequié ;BA;156126
2918100;Jeremoabo ;BA;40651
2918209;Jiquiriçá ;BA;14557
2918308;Jitaúna ;BA;10808
2918357;João Dourado ;BA;25402
2918407;Juazeiro ;BA;218162
2918456;Jucuruçu ;BA;8988
2918506;Jussara ;BA;15262
2918555;Jussari ;BA;5768
2918605;Jussiape ;BA;5976
2918704;Lafaiete Coutinho ;BA;3693
2918753;Lagoa Real ;BA;15770
2918803;Laje ;BA;24032
2918902;Lajedão ;BA;3975
2919009;Lajedinho ;BA;3758
2919058;Lajedo do Tabocal ;BA;8577
2919108;Lamarão ;BA;8191
2919157;Lapão ;BA;27274
2919207;Lauro de Freitas ;BA;201635
2919306;Lençóis ;BA;11499
2919405;Licínio de Almeida ;BA;12373
2919504;Livramento de Nossa Senhora ;BA;46062
2919553;Luís Eduardo Magalhães ;BA;90162
2919603;Macajuba ;BA;11332
2919702;Macarani ;BA;18909
2919801;Macaúbas ;BA;50161
2919900;Macururé ;BA;7787
2919926;Madre de Deus ;BA;21432
2919959;Maetinga ;BA;2764
2920007;Maiquinique ;BA;10206
2920106;Mairi ;BA;18602
2920205;Malhada ;BA;16861
2920304;Malhada de Pedras ;BA;8359
2920403;Manoel Vitorino ;BA;13087
2920452;Mansidão ;BA;13734
2920502;Maracás ;BA;20393
2920601;Maragogipe ;BA;44793
2920700;Maraú ;BA;20617
2920809;Marcionílio Souza ;BA;10380
2920908;Mascote ;BA;13717
2921005;Mata de São João ;BA;47126
2921054;Matina ;BA;12283
2921104;Medeiros Neto ;BA;22716
2921203;Miguel Calmon ;BA;25894
2921302;Milagres ;BA;10893
2921401;Mirangaba ;BA;18474
2921450;Mirante ;BA;8447
2921500;Monte Santo ;BA;49278
2921609;Morpará ;BA;8497
2921708;Morro do Chapéu ;BA;35440
2921807;Mortugaba ;BA;12052
2921906;Mucugê ;BA;8889
2922003;Mucuri ;BA;42251
2922052;Mulungu do Morro ;BA;10673
2922102;Mundo Novo ;BA;26970
2922201;Muniz Ferreira ;BA;7443
2922250;Muquém do São Francisco ;BA;11417
2922300;Muritiba ;BA;29410
2922409;Mutuípe ;BA;22282
2922508;Nazaré ;BA;28594
2922607;Nilo Peçanha ;BA;14079
2922656;Nordestina ;BA;13164
2922706;Nova Canaã ;BA;16472
2922730;Nova Fátima ;BA;7821
2922755;Nova Ibiá ;BA;6554
2922805;Nova Itarana ;BA;8279
2922854;Nova Redenção ;BA;9123
2922904;Nova Soure ;BA;26998
2923001;Nova Viçosa ;BA;43783
2923035;Novo Horizonte ;BA;12522
2923050;Novo Triunfo ;BA;15443
2923100;Olindina ;BA;28304
2923209;Oliveira dos Brejinhos ;BA;21810
2923308;Ouriçangas ;BA;8570
2923357;Ourolândia ;BA;17511
2923407;Palmas de Monte Alto ;BA;21796
2923506;Palmeiras ;BA;9071
2923605;Paramirim ;BA;21695
2923704;Paratinga ;BA;32141
2923803;Paripiranga ;BA;29058
2923902;Pau Brasil ;BA;9686
2924009;Paulo Afonso ;BA;118516
2924058;Pé de Serra ;BA;13556
2924108;Pedrão ;BA;7394
2924207;Pedro Alexandre ;BA;16682
2924306;Piatã ;BA;16984
2924405;Pilão Arcado ;BA;35175
2924504;Pindaí ;BA;16285
2924603;Pindobaçu ;BA;20098
2924652;Pintadas ;BA;10394
2924678;Piraí do Norte ;BA;10036
2924702;Piripá ;BA;10475
2924801;Piritiba ;BA;24964
2924900;Planaltino ;BA;9370
2925006;Planalto ;BA;26426
2925105;Poções ;BA;46879
2925204;Pojuca ;BA;39972
2925253;Ponto Novo ;BA;14819
2925303;Porto Seguro ;BA;150658
2925402;Potiraguá ;BA;6916
2925501;Prado ;BA;28194
2925600;Presidente Dutra ;BA;15160
2925709;Presidente Jânio Quadros ;BA;12179
2925758;Presidente Tancredo Neves ;BA;28004
2925808;Queimadas ;BA;25433
2925907;Quijingue ;BA;27626
2925931;Quixabeira ;BA;8956
2925956;Rafael Jambeiro ;BA;22633
2926004;Remanso ;BA;41170
2926103;Retirolândia ;BA;14495
2926202;Riachão das Neves ;BA;22334
2926301;Riachão do Jacuípe ;BA;33468
2926400;Riacho de Santana ;BA;35593
2926509;Ribeira do Amparo ;BA;14612
2926608;Ribeira do Pombal ;BA;53956
2926657;Ribeirão do Largo ;BA;5343
2926707;Rio de Contas ;BA;12932
2926806;Rio do Antônio ;BA;15448
2926905;Rio do Pires ;BA;11663
2927002;Rio Real ;BA;40976
2927101;Rodelas ;BA;9442
2927200;Ruy Barbosa ;BA;30857
2927309;Salinas da Margarida ;BA;15862
2927408;Salvador ;BA;2886698
2927507;Santa Bárbara ;BA;20883
2927606;Santa Brígida ;BA;14063
2927705;Santa Cruz Cabrália ;BA;27922
2927804;Santa Cruz da Vitória ;BA;6278
2927903;Santa Inês ;BA;10606
2928000;Santaluz ;BA;37531
2928059;Santa Luzia ;BA;12449
2928109;Santa Maria da Vitória ;BA;39775
2928208;Santana ;BA;26705
2928307;Santanópolis ;BA;8966
2928406;Santa Rita de Cássia ;BA;28481
2928505;Santa Terezinha ;BA;10464
2928604;Santo Amaro ;BA;60131
2928703;Santo Antônio de Jesus ;BA;102380
2928802;Santo Estêvão ;BA;53269
2928901;São Desidério ;BA;34266
2928950;São Domingos ;BA;9072
2929008;São Félix ;BA;14762
2929057;São Félix do Coribe ;BA;15468
2929107;São Felipe ;BA;21080
2929206;São Francisco do Conde ;BA;40245
2929255;São Gabriel ;BA;18789
2929305;São Gonçalo dos Campos ;BA;37942
2929354;São José da Vitória ;BA;5608
2929370;São José do Jacuípe ;BA;10505
2929404;São Miguel das Matas ;BA;11704
2929503;São Sebastião do Passé ;BA;44430
2929602;Sapeaçu ;BA;17409
2929701;Sátiro Dias ;BA;17302
2929750;Saubara ;BA;12105
2929800;Saúde ;BA;12943
2929909;Seabra ;BA;44234
2930006;Sebastião Laranjeiras ;BA;11512
2930105;Senhor do Bonfim ;BA;79424
2930154;Serra do Ramalho ;BA;31416
2930204;Sento Sé ;BA;40989
2930303;Serra Dourada ;BA;17321
2930402;Serra Preta ;BA;14699
2930501;Serrinha ;BA;81286
2930600;Serrolândia ;BA;13446
2930709;Simões Filho ;BA;135783
2930758;Sítio do Mato ;BA;13059
2930766;Sítio do Quinto ;BA;9701
2930774;Sobradinho ;BA;23233
2930808;Souto Soares ;BA;17050
2930907;Tabocas do Brejo Velho ;BA;12516
2931004;Tanhaçu ;BA;20393
2931053;Tanque Novo ;BA;17443
2931103;Tanquinho ;BA;7928
2931202;Taperoá ;BA;21253
2931301;Tapiramutá ;BA;16974
2931350;Teixeira de Freitas ;BA;162438
2931400;Teodoro Sampaio ;BA;7359
2931509;Teofilândia ;BA;22555
2931608;Teolândia ;BA;15022
2931707;Terra Nova ;BA;13025
2931806;Tremedal ;BA;16189
2931905;Tucano ;BA;50798
2932002;Uauá ;BA;24113
2932101;Ubaíra ;BA;19877
2932200;Ubaitaba ;BA;18847
2932309;Ubatã ;BA;27263
2932408;Uibaí ;BA;13891
2932457;Umburanas ;BA;19402
2932507;Una ;BA;18544
